code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.IDX.399662,LONG,201801031500,1973.09,201801081500,1992.23,1,19.14,39.06,-2.79,19.14,enterlong,exitlong,1,4
SZSE.IDX.399662,LONG,201801091500,2001.92,201801101500,1996.69,1,-5.23,4.14,-11.46,13.91,enterlong,exitlong,5,6
SZSE.IDX.399662,SHORT,201801111500,1978.08,201801121500,1996.54,1,-18.46,7.05,-24.63,-4.55,entershort,exitshort,7,8
SZSE.IDX.399662,SHORT,201801151500,1969.58,201801171500,1914.18,1,55.4,69.14,0,50.85,entershort,exitshort,9,11
SZSE.IDX.399662,SHORT,201801181500,1908.66,201801191500,1917.23,1,-8.57,0,-18.81,42.28,entershort,exitshort,12,13
SZSE.IDX.399662,LONG,201801221500,1916.77,201801231500,1946.29,1,29.52,33.85,-10.45,71.8,enterlong,exitlong,14,15
SZSE.IDX.399662,LONG,201801241500,1950.66,201801251500,1975.96,1,25.3,30.19,-14.25,97.1,enterlong,exitlong,16,17
SZSE.IDX.399662,LONG,201801261500,1966.37,201801301500,1937.08,1,-29.29,14.96,-27.36,67.81,enterlong,exitlong,18,20
SZSE.IDX.399662,LONG,201801311500,1919.59,201802011500,1881.23,1,-38.36,0,-40.07,29.45,enterlong,exitlong,21,22
SZSE.IDX.399662,LONG,201802021500,1805.35,201802051500,1799.1,1,-6.25,29.29,-33.97,23.2,enterlong,exitlong,23,24
SZSE.IDX.399662,LONG,201802061500,1779.45,201802071500,1747.62,1,-31.83,22.83,-73.71,-8.63,enterlong,exitlong,25,26
SZSE.IDX.399662,SHORT,201802081500,1707.89,201802091500,1684.88,1,23.01,0.85,-34.01,14.38,entershort,exitshort,27,28
SZSE.IDX.399662,LONG,201802121500,1673.73,201802141500,1733.01,1,59.28,77.3,0,73.66,enterlong,exitlong,29,31
SZSE.IDX.399662,SHORT,201802221500,1759.18,201802231500,1792.68,1,-33.5,3.23,-34.12,40.16,entershort,exitshort,32,33
SZSE.IDX.399662,SHORT,201802261500,1816.99,201802271500,1850.47,1,-33.48,7.94,-42.78,6.68,entershort,exitshort,34,35
SZSE.IDX.399662,LONG,201803011500,1847.31,201803061500,1881.62,1,34.31,50.13,-4.28,40.99,enterlong,exitlong,37,40
SZSE.IDX.399662,LONG,201803071500,1896.78,201803081500,1875.03,1,-21.75,3.51,-20.45,19.24,enterlong,exitlong,41,42
SZSE.IDX.399662,LONG,201803091500,1893.8,201803141500,1950.86,1,57.06,82.63,-1.32,76.3,enterlong,exitlong,43,46
SZSE.IDX.399662,LONG,201803151500,1928.07,201803161500,1934.99,1,6.92,11.94,-22.12,83.22,enterlong,exitlong,47,48
SZSE.IDX.399662,LONG,201803191500,1918.38,201803201500,1904.98,1,-13.4,18.44,-9.5,69.82,enterlong,exitlong,49,50
SZSE.IDX.399662,LONG,201803211500,1924.72,201803221500,1893.93,1,-30.79,14.65,-33.59,39.03,enterlong,exitlong,51,52
SZSE.IDX.399662,LONG,201803231500,1802.34,201803261500,1720.86,1,-81.48,20.92,-73.61,-42.45,enterlong,exitlong,53,54
SZSE.IDX.399662,LONG,201803271500,1825.35,201804031500,1868.41,1,43.06,100.71,-1.51,0.61,enterlong,exitlong,55,60
SZSE.IDX.399662,LONG,201804041500,1878.91,201804091500,1833.25,1,-45.66,6.24,-39.38,-45.05,enterlong,exitlong,61,62
SZSE.IDX.399662,LONG,201804101500,1848.93,201804111500,1865.93,1,17,10.18,-14.61,-28.05,enterlong,exitlong,63,64
SZSE.IDX.399662,LONG,201804121500,1860.28,201804131500,1855.66,1,-4.62,7.87,-18.58,-32.67,enterlong,exitlong,65,66
SZSE.IDX.399662,LONG,201804161500,1831.21,201804171500,1849.93,1,18.72,24.17,-8.54,-13.95,enterlong,exitlong,67,68
SZSE.IDX.399662,LONG,201804181500,1812.91,201804191500,1840.54,1,27.63,33.32,-34.65,13.68,enterlong,exitlong,69,70
SZSE.IDX.399662,LONG,201804201500,1844.65,201804231500,1820.14,1,-24.51,11.31,-33.16,-10.83,enterlong,exitlong,71,72
SZSE.IDX.399662,SHORT,201804241500,1784.15,201804251500,1823.22,1,-39.07,3.52,-53.02,-49.9,entershort,exitshort,73,74
SZSE.IDX.399662,LONG,201804261500,1828.69,201804271500,1792.88,1,-35.81,1.18,-43.84,-85.71,enterlong,exitlong,75,76
SZSE.IDX.399662,SHORT,201805021500,1791.11,201805031500,1772.33,1,18.78,27.27,-12.61,-66.93,entershort,exitshort,77,78
SZSE.IDX.399662,LONG,201805041500,1789.02,201805071500,1788.77,1,-0.25,10.94,-10.54,-67.18,enterlong,exitlong,79,80
SZSE.IDX.399662,LONG,201805081500,1828.29,201805111500,1844.39,1,16.1,18.87,-3.15,-51.08,enterlong,exitlong,81,84
SZSE.IDX.399662,LONG,201805141500,1831.05,201805151500,1826.45,1,-4.6,12.89,-16.12,-55.68,enterlong,exitlong,85,86
SZSE.IDX.399662,LONG,201805161500,1832.96,201805171500,1828.52,1,-4.44,9.17,-8.79,-60.12,enterlong,exitlong,87,88
SZSE.IDX.399662,LONG,201805181500,1818.57,201805211500,1844.3,1,25.73,12.18,-12.86,-34.39,enterlong,exitlong,89,90
SZSE.IDX.399662,LONG,201805221500,1853.39,201805231500,1851.82,1,-1.57,6.11,-11.62,-35.96,enterlong,exitlong,91,92
SZSE.IDX.399662,SHORT,201805241500,1826.9,201805251500,1818.28,1,8.62,6.8,-9.7,-27.34,entershort,exitshort,93,94
SZSE.IDX.399662,LONG,201805281500,1781.01,201805291500,1768.96,1,-12.05,11.8,-15.86,-39.39,enterlong,exitlong,95,96
SZSE.IDX.399662,LONG,201805301500,1723.52,201805311500,1706.89,1,-16.63,4.62,-35.17,-56.02,enterlong,exitlong,97,98
SZSE.IDX.399662,SHORT,201806011500,1702.91,201806041500,1699.21,1,3.7,18.21,-11.09,-52.32,entershort,exitshort,99,100
SZSE.IDX.399662,SHORT,201806051500,1690.41,201806061500,1725.68,1,-35.27,0,-36.53,-87.59,entershort,exitshort,101,102
SZSE.IDX.399662,LONG,201806071500,1737.06,201806081500,1717.55,1,-19.51,2.5,-17.5,-107.1,enterlong,exitlong,103,104
SZSE.IDX.399662,SHORT,201806111500,1691.71,201806121500,1688.14,1,3.57,13.89,-10,-103.53,entershort,exitshort,105,106
SZSE.IDX.399662,LONG,201806131500,1694.86,201806141500,1659.27,1,-35.59,0.13,-27.92,-139.12,enterlong,exitlong,107,108
SZSE.IDX.399662,LONG,201806151500,1661.29,201806191500,1597.79,1,-63.5,4.25,-38.49,-202.62,enterlong,exitlong,109,110
SZSE.IDX.399662,SHORT,201806201500,1495.13,201806211500,1514.37,1,-19.24,16.73,-35.48,-221.86,entershort,exitshort,111,112
SZSE.IDX.399662,SHORT,201806221500,1454.36,201806251500,1513.52,1,-59.16,9.13,-49.39,-281.02,entershort,exitshort,113,114
SZSE.IDX.399662,SHORT,201806261500,1458.65,201806271500,1509.24,1,-50.59,4.68,-53.3,-331.61,entershort,exitshort,115,116
SZSE.IDX.399662,LONG,201806281500,1492.96,201806291500,1486.57,1,-6.39,23.38,-13.56,-338,enterlong,exitlong,117,118
SZSE.IDX.399662,LONG,201807021500,1539.69,201807031500,1511.57,1,-28.12,6.28,-46.08,-366.12,enterlong,exitlong,119,120
SZSE.IDX.399662,LONG,201807041500,1531.17,201807051500,1495.64,1,-35.53,0.51,-39.9,-401.65,enterlong,exitlong,121,122
SZSE.IDX.399662,LONG,201807061500,1461.49,201807091500,1475.5,1,14.01,40.45,-21.69,-387.64,enterlong,exitlong,123,124
SZSE.IDX.399662,LONG,201807101500,1516.3,201807121500,1493.99,1,-22.31,12.88,-49,-409.95,enterlong,exitlong,125,127
SZSE.IDX.399662,LONG,201807131500,1551.48,201807161500,1550.75,1,-0.73,6.75,-8.42,-410.68,enterlong,exitlong,128,129
SZSE.IDX.399662,SHORT,201807171500,1542.87,201807191500,1525.35,1,17.52,19.36,-13.24,-393.16,entershort,exitshort,130,132
SZSE.IDX.399662,LONG,201807201500,1509.82,201807231500,1531.8,1,21.98,33.25,-9.9,-371.18,enterlong,exitlong,133,134
SZSE.IDX.399662,LONG,201807241500,1568.4,201807271500,1558.81,1,-9.59,35.96,-12.14,-380.77,enterlong,exitlong,135,138
SZSE.IDX.399662,SHORT,201807301500,1546.63,201808021500,1479.65,1,66.98,59.47,-4.37,-313.79,entershort,exitshort,139,142
SZSE.IDX.399662,SHORT,201808031500,1440.9,201808071500,1386.65,1,54.25,69.73,-6.42,-259.54,entershort,exitshort,143,145
SZSE.IDX.399662,LONG,201808081500,1423.38,201808091500,1394.65,1,-28.73,3.93,-27.38,-288.27,enterlong,exitlong,146,147
SZSE.IDX.399662,LONG,201808101500,1443.92,201808151500,1459.07,1,15.15,31.8,-13,-273.12,enterlong,exitlong,148,151
SZSE.IDX.399662,SHORT,201808161500,1398.28,201808171500,1426.86,1,-28.58,9.56,-34.23,-301.7,entershort,exitshort,152,153
SZSE.IDX.399662,SHORT,201808201500,1389.02,201808211500,1406.59,1,-17.57,15.21,-18.72,-319.27,entershort,exitshort,154,155
SZSE.IDX.399662,LONG,201808221500,1416.24,201808231500,1396.3,1,-19.94,2.89,-21.06,-339.21,enterlong,exitlong,156,157
SZSE.IDX.399662,LONG,201808241500,1408.66,201808271500,1406.13,1,-2.53,4.9,-11.63,-341.74,enterlong,exitlong,158,159
SZSE.IDX.399662,LONG,201808281500,1440.36,201808301500,1431.96,1,-8.4,9.03,-12.72,-350.14,enterlong,exitlong,160,162
SZSE.IDX.399662,LONG,201808311500,1400.43,201809031500,1389.74,1,-10.69,8.67,-11.02,-360.83,enterlong,exitlong,163,164
SZSE.IDX.399662,SHORT,201809041500,1390.57,201809051500,1401.64,1,-11.07,4.8,-21.8,-371.9,entershort,exitshort,165,166
SZSE.IDX.399662,LONG,201809061500,1376.59,201809071500,1379.57,1,2.98,17.82,-6.99,-368.92,enterlong,exitlong,167,168
SZSE.IDX.399662,LONG,201809101500,1363.2,201809111500,1323.32,1,-39.88,0.22,-40.44,-408.8,enterlong,exitlong,169,170
SZSE.IDX.399662,LONG,201809121500,1327.05,201809141500,1351.19,1,24.14,26.16,-6.9,-384.66,enterlong,exitlong,171,173
SZSE.IDX.399662,LONG,201809171500,1321.59,201809181500,1302.43,1,-19.16,0,-19.9,-403.82,enterlong,exitlong,174,175
SZSE.IDX.399662,LONG,201809191500,1328.84,201809251500,1363.4,1,34.56,48.66,-3.4,-369.26,enterlong,exitlong,176,179
SZSE.IDX.399662,LONG,201809261500,1369.12,201809271500,1371.08,1,1.96,14.5,-6.08,-367.3,enterlong,exitlong,180,181
SZSE.IDX.399662,SHORT,201809281500,1347.91,201810081500,1324.62,1,23.29,8.01,-7.97,-344.01,entershort,exitshort,182,183
SZSE.IDX.399662,LONG,201810091500,1297.34,201810101500,1295.11,1,-2.23,11.07,-13.12,-346.24,enterlong,exitlong,184,185
